tenure_months,monthly_spend,support_calls,usage_hours,contract_months,late_payments,churn
24.0,74.12075,0.0,82.80366,1.0,2.0,0.0
70.0,141.85684,0.0,54.399734,1.0,0.0,0.0
25.0,57.761143,2.0,51.669548,1.0,3.0,0.0
6.0,73.58998,3.0,38.082314,24.0,1.0,0.0
28.0,118.65235,4.0,59.854546,24.0,0.0,0.0
39.0,64.67675,3.0,46.09851,1.0,0.0,1.0
7.0,67.36642,2.0,76.186,12.0,1.0,0.0
23.0,149.32701,2.0,32.727608,12.0,0.0,0.0
12.0,92.22989,3.0,40.953903,1.0,1.0,1.0
37.0,109.61946,0.0,37.982437,12.0,0.0,0.0
53.0,103.65009,1.0,86.69158,24.0,1.0,0.0
70.0,127.63014,1.0,46.204685,12.0,0.0,0.0
29.0,132.03726,2.0,39.038452,1.0,0.0,0.0
63.0,93.2233,2.0,8.188109,12.0,2.0,1.0
16.0,58.29229,3.0,31.77256,1.0,0.0,0.0
57.0,22.964033,3.0,60.557697,24.0,0.0,0.0
41.0,99.87242,2.0,60.477516,24.0,2.0,0.0
55.0,127.31095,1.0,36.975937,1.0,1.0,0.0
55.0,78.570175,3.0,38.086884,12.0,0.0,0.0
39.0,41.411797,2.0,87.19742,24.0,0.0,0.0
19.0,57.45067,0.0,103.9276,12.0,0.0,0.0
38.0,86.29856,2.0,72.99545,12.0,2.0,0.0
60.0,128.76855,1.0,81.1856,24.0,0.0,1.0
70.0,42.327908,1.0,85.428505,1.0,0.0,0.0
67.0,99.57948,0.0,94.29143,12.0,1.0,0.0
14.0,117.93792,1.0,43.96144,1.0,0.0,0.0
44.0,141.68617,2.0,32.43464,1.0,0.0,0.0
8.0,35.17148,2.0,86.66979,24.0,2.0,0.0
49.0,140.43091,3.0,30.714119,12.0,1.0,0.0
72.0,98.19078,1.0,29.428078,12.0,2.0,0.0
4.0,119.6712,1.0,29.887306,1.0,1.0,1.0
48.0,26.990713,2.0,47.372074,24.0,0.0,0.0
69.0,85.79926,1.0,10.312483,1.0,2.0,0.0
61.0,100.94186,2.0,21.337812,12.0,0.0,0.0
29.0,59.8884,6.0,37.553223,1.0,0.0,0.0
8.0,76.114525,2.0,26.081493,12.0,0.0,0.0
67.0,92.058754,1.0,71.24824,12.0,0.0,0.0
67.0,91.83123,3.0,50.132965,1.0,0.0,0.0
42.0,25.441998,1.0,61.54044,12.0,3.0,0.0
71.0,77.13263,2.0,59.350605,12.0,0.0,0.0
1.0,47.79636,3.0,45.86454,12.0,1.0,1.0
45.0,139.17036,1.0,69.762634,12.0,1.0,0.0
3.0,146.9554,1.0,59.042957,24.0,2.0,0.0
68.0,58.954098,0.0,43.631996,1.0,1.0,0.0
49.0,42.7741,1.0,16.321802,1.0,0.0,0.0
66.0,48.535538,2.0,60.413166,1.0,2.0,0.0
41.0,82.107796,4.0,24.773932,1.0,0.0,0.0
6.0,133.68573,1.0,57.605663,12.0,0.0,0.0
2.0,85.00471,1.0,51.57777,1.0,4.0,1.0
25.0,27.200968,2.0,22.792616,1.0,2.0,0.0
54.0,25.18513,1.0,55.167942,1.0,2.0,0.0
11.0,49.56082,2.0,53.82639,12.0,0.0,0.0
62.0,129.56027,3.0,53.89895,12.0,0.0,0.0
18.0,100.79247,2.0,52.939938,12.0,0.0,0.0
36.0,93.184525,0.0,36.952236,24.0,1.0,1.0
15.0,61.466045,1.0,61.832184,1.0,0.0,0.0
34.0,140.8253,1.0,36.246883,12.0,1.0,1.0
33.0,63.053173,3.0,28.508183,1.0,0.0,1.0
1.0,128.54277,0.0,63.492676,24.0,0.0,0.0
41.0,136.46745,5.0,68.728615,1.0,2.0,1.0
57.0,82.83355,1.0,62.123962,24.0,0.0,0.0
68.0,136.2576,3.0,45.856102,12.0,1.0,0.0
24.0,55.98443,4.0,11.210686,12.0,1.0,0.0
64.0,105.596344,3.0,79.633804,12.0,0.0,0.0
64.0,31.435287,3.0,10.898051,1.0,0.0,0.0
72.0,81.61145,3.0,61.72123,1.0,1.0,0.0
27.0,48.253136,2.0,92.204735,24.0,1.0,0.0
62.0,28.159225,2.0,52.98933,24.0,0.0,0.0
41.0,20.484316,1.0,55.82466,1.0,2.0,0.0
5.0,62.217773,1.0,57.58642,1.0,3.0,1.0
20.0,96.63898,0.0,53.96335,1.0,3.0,0.0
49.0,79.17995,1.0,97.01227,24.0,0.0,0.0
12.0,59.230007,3.0,33.136703,12.0,3.0,1.0
32.0,148.856,3.0,30.625467,12.0,1.0,0.0
56.0,142.13826,1.0,43.449978,1.0,3.0,0.0
11.0,36.33493,1.0,84.816635,24.0,1.0,0.0
36.0,73.96397,0.0,38.462467,1.0,1.0,0.0
16.0,104.3501,0.0,58.605965,1.0,0.0,0.0
39.0,115.353806,1.0,71.42017,24.0,1.0,0.0
18.0,67.62838,4.0,65.57967,12.0,2.0,1.0
70.0,117.01663,2.0,70.36147,12.0,2.0,0.0
6.0,36.139503,3.0,78.359726,24.0,0.0,0.0
70.0,63.135643,1.0,56.164635,1.0,0.0,0.0
58.0,113.136314,3.0,40.85902,1.0,1.0,0.0
62.0,101.33876,3.0,52.944378,1.0,1.0,1.0
62.0,128.83733,1.0,43.21893,1.0,5.0,1.0
14.0,26.091413,3.0,100.43104,12.0,1.0,0.0
68.0,42.670925,2.0,39.346867,12.0,2.0,0.0
43.0,26.304296,2.0,59.66282,12.0,1.0,0.0
70.0,44.97485,2.0,19.982689,24.0,2.0,0.0
64.0,20.556765,4.0,52.65637,1.0,0.0,0.0
42.0,85.54734,3.0,44.257923,1.0,1.0,0.0
27.0,88.68087,2.0,63.513706,1.0,1.0,1.0
9.0,105.52593,1.0,64.03506,24.0,1.0,1.0
8.0,70.03862,3.0,78.339966,12.0,0.0,0.0
29.0,20.417,1.0,76.75139,24.0,1.0,0.0
59.0,107.60585,2.0,48.6739,24.0,3.0,0.0
37.0,27.057842,3.0,31.112278,24.0,1.0,0.0
35.0,132.60216,3.0,33.457874,24.0,1.0,0.0
18.0,22.945019,2.0,56.05476,12.0,2.0,1.0
41.0,88.96177,0.0,53.155724,24.0,1.0,0.0
46.0,136.33932,1.0,55.15853,12.0,1.0,0.0
71.0,94.423645,6.0,39.297794,1.0,1.0,0.0
53.0,99.09418,1.0,78.74475,1.0,3.0,0.0
44.0,108.60941,2.0,20.546324,24.0,2.0,0.0
66.0,35.91315,2.0,38.190697,1.0,1.0,0.0
31.0,107.740524,1.0,28.457857,24.0,2.0,0.0
68.0,134.44614,2.0,45.820538,24.0,0.0,0.0
27.0,146.64871,2.0,74.93133,1.0,2.0,0.0
10.0,77.59676,2.0,44.244923,1.0,1.0,0.0
31.0,64.78563,1.0,52.029545,1.0,0.0,0.0
10.0,117.93025,2.0,63.28486,12.0,2.0,0.0
9.0,90.573654,3.0,43.293674,12.0,1.0,1.0
64.0,53.449604,0.0,57.652554,1.0,0.0,0.0
58.0,42.380524,3.0,55.015114,12.0,1.0,0.0
16.0,42.12994,2.0,27.383814,12.0,0.0,0.0
61.0,79.693016,2.0,40.71369,1.0,1.0,0.0
5.0,42.116173,1.0,57.091713,1.0,1.0,0.0
21.0,22.563463,1.0,75.64384,1.0,0.0,0.0
51.0,26.771542,2.0,75.625206,24.0,1.0,0.0
22.0,140.885,3.0,91.909744,1.0,2.0,1.0
53.0,29.484974,1.0,59.709145,1.0,2.0,0.0
63.0,29.51349,2.0,41.733707,12.0,0.0,0.0
5.0,78.654495,1.0,48.720955,12.0,1.0,1.0
2.0,51.863037,3.0,47.724705,24.0,1.0,0.0
68.0,145.1502,2.0,41.842396,12.0,0.0,0.0
38.0,138.42816,0.0,57.659107,12.0,2.0,0.0
37.0,72.61662,4.0,58.58977,12.0,2.0,0.0
34.0,78.3351,2.0,26.52485,24.0,2.0,0.0
32.0,68.76478,2.0,71.7634,12.0,3.0,0.0
50.0,24.922596,1.0,13.263927,12.0,2.0,0.0
42.0,58.070087,3.0,45.55036,1.0,2.0,0.0
12.0,35.94755,3.0,72.986305,12.0,0.0,0.0
46.0,33.308144,0.0,62.147827,24.0,2.0,0.0
49.0,92.912,2.0,42.860523,1.0,0.0,1.0
9.0,32.83943,6.0,89.37647,1.0,0.0,1.0
28.0,33.381073,3.0,41.19853,12.0,1.0,1.0
57.0,82.46678,2.0,9.96098,24.0,1.0,0.0
45.0,77.496704,2.0,59.054794,1.0,3.0,1.0
10.0,37.89252,1.0,14.4297285,24.0,1.0,0.0
3.0,20.578373,0.0,33.37103,1.0,1.0,0.0
42.0,45.086678,4.0,62.455006,24.0,2.0,0.0
34.0,50.665993,1.0,40.78285,24.0,1.0,0.0
70.0,124.032295,2.0,61.61219,24.0,1.0,0.0
38.0,139.00699,2.0,26.838013,24.0,2.0,0.0
68.0,72.77277,1.0,67.1696,24.0,2.0,0.0
16.0,72.65347,4.0,16.18107,24.0,1.0,0.0
33.0,112.62257,1.0,76.372635,12.0,0.0,0.0
11.0,101.49986,4.0,40.492874,12.0,0.0,0.0
42.0,43.938225,0.0,80.62317,1.0,1.0,0.0
14.0,33.999584,3.0,33.189754,1.0,2.0,1.0
36.0,76.88955,3.0,88.49531,12.0,0.0,0.0
25.0,93.42769,2.0,30.846777,1.0,1.0,0.0
14.0,38.03199,4.0,14.121026,24.0,1.0,0.0
7.0,58.125553,4.0,50.862064,1.0,0.0,1.0
37.0,59.77259,5.0,74.67978,1.0,1.0,0.0
69.0,53.968765,5.0,65.81577,1.0,0.0,0.0
15.0,79.898964,3.0,73.25942,1.0,0.0,0.0
30.0,104.89827,1.0,66.2104,1.0,0.0,1.0
17.0,86.22069,1.0,33.594643,12.0,1.0,0.0
59.0,46.189354,2.0,65.32834,1.0,0.0,0.0
30.0,33.382076,0.0,51.856678,24.0,1.0,0.0
71.0,126.84316,3.0,35.805374,12.0,0.0,0.0
18.0,82.30961,1.0,53.587082,12.0,0.0,0.0
6.0,28.078094,0.0,48.873486,12.0,2.0,0.0
42.0,53.555794,2.0,78.31985,1.0,1.0,0.0
47.0,124.52439,3.0,39.702454,1.0,4.0,1.0
72.0,117.72442,1.0,38.767647,24.0,1.0,0.0
63.0,133.85616,4.0,36.027225,12.0,0.0,0.0
64.0,98.271416,1.0,87.936966,1.0,0.0,0.0
46.0,74.97777,2.0,37.14627,12.0,0.0,0.0
26.0,75.46255,3.0,75.93677,1.0,0.0,0.0
31.0,45.220005,2.0,29.37225,1.0,1.0,0.0
10.0,104.60387,1.0,60.132477,1.0,1.0,0.0
32.0,96.05894,3.0,55.250187,24.0,1.0,0.0
27.0,40.132374,3.0,74.667366,1.0,0.0,0.0
3.0,135.13618,2.0,71.76758,12.0,1.0,0.0
15.0,67.90086,1.0,51.637802,1.0,1.0,0.0
39.0,26.46604,5.0,39.25848,1.0,2.0,0.0
27.0,62.62452,2.0,82.49923,1.0,1.0,0.0
72.0,133.08138,0.0,37.26105,12.0,1.0,0.0
35.0,139.20436,1.0,4.6455245,24.0,2.0,0.0
70.0,83.75179,3.0,12.828691,24.0,0.0,0.0
48.0,144.32419,3.0,17.698772,1.0,3.0,1.0
3.0,133.78143,3.0,61.91391,1.0,2.0,1.0
15.0,127.27999,3.0,94.28935,1.0,1.0,1.0
51.0,131.76231,2.0,9.200787,24.0,1.0,0.0
40.0,69.64381,4.0,34.348904,12.0,1.0,0.0
22.0,118.340965,1.0,51.780518,24.0,0.0,0.0
38.0,95.05407,5.0,80.91014,1.0,0.0,1.0
66.0,113.55892,0.0,34.24125,12.0,0.0,0.0
28.0,43.112194,2.0,61.815998,12.0,1.0,0.0
4.0,115.08121,3.0,44.998215,12.0,0.0,1.0
23.0,144.48701,2.0,102.143234,12.0,1.0,0.0
68.0,59.346233,3.0,52.890804,1.0,1.0,0.0
55.0,148.20097,4.0,57.113777,12.0,2.0,0.0
61.0,69.18888,2.0,51.68514,24.0,1.0,0.0
66.0,45.964054,1.0,41.70627,1.0,0.0,0.0
9.0,34.59721,2.0,68.997406,12.0,1.0,0.0
21.0,122.04505,1.0,26.819448,24.0,1.0,0.0
5.0,92.127304,7.0,9.960752,12.0,1.0,1.0
1.0,59.927067,1.0,46.99611,12.0,1.0,0.0
61.0,99.09855,4.0,66.31127,1.0,1.0,0.0
68.0,63.173153,1.0,38.38446,24.0,2.0,0.0
12.0,78.28651,2.0,53.729813,24.0,3.0,0.0
52.0,132.14633,3.0,25.586073,24.0,0.0,0.0
39.0,106.86164,1.0,71.253265,1.0,1.0,0.0
5.0,119.112236,1.0,63.038193,24.0,1.0,1.0
66.0,95.854164,4.0,50.394566,1.0,1.0,0.0
63.0,148.88174,1.0,53.374596,12.0,2.0,0.0
41.0,51.38331,3.0,22.128494,1.0,1.0,0.0
51.0,54.09785,3.0,23.022133,1.0,2.0,0.0
29.0,32.03266,2.0,47.560173,12.0,0.0,0.0
58.0,92.02254,1.0,60.274696,12.0,1.0,0.0
33.0,99.7367,1.0,61.287575,24.0,4.0,0.0
72.0,114.37501,5.0,42.74134,1.0,0.0,0.0
5.0,63.60797,1.0,64.90757,24.0,0.0,0.0
13.0,21.593384,1.0,78.41583,12.0,0.0,1.0
70.0,102.18984,2.0,48.22665,1.0,0.0,0.0
21.0,149.83041,3.0,56.19328,1.0,2.0,1.0
23.0,58.291416,2.0,45.84292,24.0,1.0,0.0
57.0,43.91148,2.0,47.473873,24.0,1.0,0.0
14.0,56.629704,0.0,53.391285,1.0,2.0,1.0
37.0,75.30401,1.0,84.065285,12.0,2.0,0.0
21.0,52.61868,2.0,68.30553,12.0,0.0,0.0
15.0,65.104805,1.0,66.503685,12.0,0.0,0.0
70.0,102.96687,4.0,40.925144,12.0,3.0,1.0
15.0,64.85364,0.0,32.036495,24.0,0.0,0.0
7.0,71.48766,4.0,57.79071,1.0,1.0,0.0
49.0,25.204063,2.0,74.87491,1.0,1.0,0.0
63.0,139.33252,0.0,84.46809,1.0,0.0,0.0
10.0,72.89517,2.0,1.0,24.0,1.0,1.0
51.0,62.658657,3.0,98.927765,12.0,2.0,0.0
39.0,31.242945,2.0,58.33974,1.0,3.0,0.0
60.0,102.44382,1.0,68.178604,24.0,1.0,0.0
10.0,132.29724,2.0,15.2011175,12.0,1.0,1.0
71.0,25.349916,1.0,45.261883,1.0,1.0,0.0
45.0,38.88542,2.0,66.456955,1.0,2.0,0.0
61.0,39.030678,1.0,26.505045,24.0,2.0,1.0
27.0,98.29573,1.0,1.0,12.0,1.0,0.0
68.0,139.75996,4.0,56.710106,1.0,4.0,1.0
46.0,76.90989,3.0,49.004345,1.0,1.0,0.0
10.0,64.69484,1.0,78.826744,1.0,0.0,0.0
67.0,119.55929,0.0,46.801632,12.0,1.0,0.0
58.0,116.53398,3.0,48.265625,1.0,2.0,1.0
22.0,52.078297,2.0,63.95355,1.0,3.0,0.0
40.0,40.90743,2.0,70.67041,1.0,0.0,0.0
28.0,66.515305,1.0,35.82503,24.0,0.0,0.0
40.0,120.82844,3.0,68.88998,12.0,2.0,0.0
70.0,110.35824,8.0,39.565323,1.0,0.0,1.0
65.0,106.56098,2.0,50.330433,12.0,2.0,0.0
16.0,127.825714,1.0,63.415394,12.0,0.0,0.0
70.0,56.02694,2.0,66.902725,24.0,2.0,0.0
32.0,64.15888,1.0,56.3663,24.0,1.0,0.0
51.0,25.50413,2.0,28.388893,12.0,0.0,0.0
56.0,132.93695,3.0,12.594906,12.0,0.0,0.0
35.0,95.715866,4.0,46.24088,1.0,0.0,1.0
33.0,58.755898,7.0,69.4257,24.0,0.0,1.0
33.0,29.024149,1.0,58.99395,12.0,1.0,0.0
63.0,114.043236,2.0,54.84066,1.0,1.0,0.0
28.0,117.33588,2.0,49.85947,12.0,0.0,0.0
21.0,106.603226,1.0,56.182037,1.0,0.0,0.0
27.0,46.491528,0.0,30.118177,12.0,0.0,0.0
15.0,138.7181,2.0,65.604034,1.0,2.0,1.0
29.0,117.910545,2.0,66.92613,1.0,1.0,1.0
9.0,105.50832,1.0,42.89469,1.0,1.0,0.0
7.0,104.62271,0.0,58.740154,1.0,0.0,0.0
53.0,137.5665,2.0,15.669011,1.0,1.0,0.0
6.0,140.67993,3.0,53.60096,12.0,1.0,1.0
41.0,97.43286,0.0,47.337494,12.0,1.0,0.0
57.0,74.16702,2.0,75.18466,12.0,2.0,0.0
53.0,67.285416,2.0,46.027145,1.0,0.0,0.0
33.0,126.48025,2.0,67.37329,24.0,1.0,0.0
14.0,103.79869,0.0,42.176548,24.0,1.0,0.0
68.0,30.044584,3.0,4.2779856,12.0,1.0,0.0
61.0,38.48418,1.0,45.489273,12.0,0.0,0.0
45.0,137.02417,2.0,53.935146,24.0,1.0,0.0
7.0,134.98476,7.0,53.01675,12.0,2.0,1.0
3.0,143.73822,1.0,53.31901,1.0,0.0,0.0
23.0,75.62063,5.0,39.870914,12.0,3.0,1.0
12.0,121.92792,1.0,43.525448,1.0,0.0,0.0
62.0,127.66925,3.0,27.473124,24.0,2.0,0.0
15.0,61.040596,1.0,10.067886,12.0,2.0,0.0
21.0,38.8939,2.0,47.87082,24.0,2.0,0.0
71.0,149.61343,3.0,35.09594,1.0,0.0,0.0
59.0,23.928497,2.0,71.59671,12.0,1.0,0.0
16.0,97.65367,1.0,6.3603263,12.0,0.0,1.0
28.0,104.527596,3.0,55.820377,24.0,1.0,0.0
38.0,108.632614,1.0,92.42975,24.0,2.0,0.0
48.0,53.231606,0.0,46.34307,1.0,1.0,0.0
68.0,113.805305,1.0,49.945038,24.0,0.0,0.0
63.0,48.131943,2.0,58.526936,24.0,0.0,0.0
71.0,127.77497,5.0,60.09039,24.0,1.0,0.0
3.0,48.48517,2.0,41.829853,12.0,0.0,0.0
18.0,110.571785,0.0,29.834076,24.0,0.0,0.0
41.0,121.84375,0.0,63.054417,1.0,1.0,0.0
4.0,44.562946,2.0,11.838772,1.0,0.0,1.0
26.0,50.938244,2.0,66.64457,1.0,4.0,1.0
12.0,121.283485,1.0,42.16403,12.0,0.0,1.0
68.0,31.179867,4.0,50.061703,24.0,0.0,0.0
5.0,44.798923,4.0,39.487843,12.0,3.0,0.0
11.0,79.21902,0.0,78.61765,12.0,1.0,1.0
15.0,140.92365,1.0,54.980213,24.0,0.0,0.0
11.0,93.04412,2.0,43.56524,12.0,1.0,1.0
41.0,70.39812,1.0,43.00194,12.0,0.0,0.0
27.0,147.18813,4.0,47.036858,12.0,0.0,1.0
66.0,80.28247,1.0,97.938805,12.0,4.0,0.0
19.0,76.385544,1.0,23.658234,12.0,0.0,1.0
39.0,73.51376,2.0,71.657646,24.0,0.0,0.0
48.0,60.58341,3.0,61.362106,12.0,0.0,0.0
46.0,62.340324,1.0,80.796234,12.0,1.0,0.0
58.0,109.418816,2.0,62.581337,12.0,2.0,0.0
15.0,25.308628,0.0,50.06726,24.0,3.0,0.0
37.0,108.63618,4.0,70.40055,12.0,1.0,0.0
58.0,46.156586,2.0,54.595375,24.0,1.0,0.0
63.0,69.94704,3.0,65.09912,12.0,1.0,0.0
45.0,39.050068,4.0,78.56439,1.0,1.0,0.0
47.0,91.857635,2.0,51.8504,12.0,1.0,0.0
63.0,114.81556,1.0,41.5123,1.0,2.0,0.0
45.0,66.105225,2.0,37.123764,1.0,0.0,0.0
69.0,41.244156,4.0,59.010807,1.0,3.0,0.0
10.0,49.445724,1.0,32.43663,12.0,0.0,0.0
26.0,126.35468,1.0,43.003902,12.0,1.0,0.0
9.0,54.794334,2.0,30.648624,12.0,0.0,1.0
7.0,120.711334,2.0,60.166782,12.0,0.0,0.0
34.0,63.055923,1.0,34.956886,1.0,4.0,1.0
17.0,44.535233,1.0,24.26534,24.0,0.0,0.0
30.0,114.55011,2.0,27.784492,24.0,2.0,0.0
32.0,80.91085,2.0,38.57823,24.0,0.0,0.0
45.0,24.066042,3.0,40.393982,1.0,0.0,0.0
69.0,144.79251,4.0,55.029053,24.0,0.0,0.0
62.0,39.207947,2.0,46.767532,24.0,0.0,0.0
28.0,65.94291,2.0,57.406216,1.0,0.0,1.0
24.0,70.0233,0.0,59.01225,1.0,1.0,0.0
56.0,83.625885,3.0,64.80999,1.0,2.0,1.0
9.0,122.10772,3.0,11.843509,12.0,3.0,1.0
39.0,20.791737,0.0,27.455532,12.0,3.0,0.0
31.0,141.22136,2.0,61.097736,1.0,2.0,1.0
14.0,103.97863,2.0,54.22825,1.0,1.0,1.0
45.0,143.58435,1.0,69.53866,12.0,1.0,1.0
24.0,126.26064,2.0,19.119648,12.0,1.0,0.0
14.0,140.61897,1.0,40.49691,12.0,1.0,0.0
48.0,98.13007,3.0,44.072403,1.0,2.0,0.0
13.0,66.450165,5.0,53.331276,12.0,0.0,0.0
49.0,77.57883,2.0,50.71755,24.0,2.0,0.0
12.0,105.5442,4.0,59.381557,1.0,1.0,0.0
32.0,75.501144,2.0,47.70692,12.0,1.0,0.0
59.0,115.11746,1.0,77.446724,1.0,0.0,0.0
17.0,31.940243,3.0,83.82419,1.0,1.0,0.0
56.0,127.89826,0.0,27.642065,24.0,0.0,0.0
52.0,46.54452,3.0,50.902225,24.0,3.0,0.0
65.0,142.7132,2.0,65.959885,1.0,1.0,0.0
13.0,40.220955,2.0,61.70656,1.0,0.0,0.0
52.0,36.791344,2.0,41.84313,1.0,3.0,0.0
68.0,125.54389,0.0,55.097298,12.0,0.0,0.0
55.0,126.43124,1.0,18.330833,1.0,2.0,0.0
14.0,116.03873,3.0,49.61716,12.0,2.0,1.0
60.0,144.86896,0.0,20.793926,1.0,2.0,0.0
8.0,55.17015,2.0,60.15958,12.0,0.0,0.0
43.0,127.46433,3.0,27.680841,24.0,2.0,0.0
36.0,65.76527,2.0,53.260662,1.0,1.0,0.0
39.0,89.861824,2.0,56.38391,24.0,0.0,0.0
38.0,77.928,1.0,51.517277,24.0,1.0,0.0
3.0,20.760504,2.0,37.360943,1.0,0.0,0.0
37.0,94.680084,1.0,45.792637,24.0,0.0,0.0
68.0,117.175766,5.0,73.62144,12.0,2.0,0.0
32.0,42.69181,1.0,41.50783,12.0,1.0,0.0
20.0,141.11526,2.0,50.4286,12.0,1.0,0.0
72.0,88.95194,1.0,38.864223,1.0,3.0,0.0
8.0,43.17198,2.0,70.40854,1.0,3.0,0.0
36.0,103.97318,2.0,51.556614,12.0,0.0,0.0
37.0,44.94995,4.0,34.72052,12.0,1.0,1.0
35.0,28.259335,1.0,50.142506,24.0,1.0,0.0
67.0,109.09098,4.0,45.179363,12.0,1.0,0.0
31.0,34.390335,3.0,77.85164,1.0,1.0,0.0
71.0,33.80827,1.0,49.10625,1.0,1.0,0.0
5.0,116.192665,2.0,22.345022,24.0,1.0,1.0
53.0,27.17629,5.0,59.972664,1.0,0.0,0.0
43.0,125.27,2.0,85.72175,24.0,1.0,0.0
18.0,123.49934,5.0,73.93862,1.0,1.0,1.0
17.0,38.381145,1.0,27.941326,1.0,3.0,1.0
52.0,87.38948,0.0,44.62544,1.0,1.0,0.0
46.0,32.561314,0.0,49.386337,12.0,1.0,0.0
45.0,102.23426,3.0,49.629025,1.0,0.0,1.0
4.0,28.180902,1.0,57.619236,24.0,0.0,0.0
44.0,142.78252,3.0,43.11798,12.0,1.0,0.0
71.0,47.004997,2.0,31.687523,1.0,0.0,0.0
2.0,108.776306,2.0,69.036,12.0,1.0,0.0
34.0,36.677887,1.0,27.528679,1.0,1.0,0.0
36.0,47.24754,0.0,33.95767,12.0,2.0,0.0
65.0,78.62345,3.0,27.404379,24.0,1.0,0.0
21.0,94.502495,1.0,62.244247,24.0,2.0,0.0
35.0,149.85222,5.0,52.129425,12.0,1.0,0.0
52.0,23.370409,1.0,67.670074,1.0,1.0,0.0
5.0,20.040874,0.0,34.29613,12.0,1.0,1.0
58.0,65.54772,4.0,24.939737,12.0,2.0,0.0
60.0,67.60033,1.0,41.121983,12.0,0.0,0.0
52.0,134.89883,3.0,46.350056,1.0,4.0,1.0
47.0,138.63573,4.0,54.181927,1.0,0.0,0.0
54.0,134.46825,3.0,16.352167,24.0,1.0,1.0
57.0,38.61324,5.0,59.574615,24.0,1.0,0.0
66.0,73.57363,1.0,32.115227,1.0,2.0,0.0
31.0,116.96507,2.0,37.051685,24.0,1.0,0.0
33.0,60.63944,4.0,73.47419,24.0,0.0,0.0
46.0,106.22095,2.0,6.336063,1.0,1.0,1.0
14.0,50.82857,3.0,56.45004,24.0,0.0,0.0
62.0,62.044502,1.0,56.374573,24.0,0.0,0.0
56.0,131.85585,0.0,33.624302,12.0,0.0,0.0
46.0,52.566174,1.0,41.059914,24.0,0.0,0.0
22.0,145.36214,2.0,74.42094,1.0,2.0,0.0
26.0,59.813744,3.0,89.25847,12.0,0.0,1.0
32.0,23.058655,2.0,71.29452,12.0,0.0,0.0
48.0,53.13712,1.0,87.71743,12.0,0.0,0.0
57.0,42.25664,2.0,36.173363,1.0,0.0,0.0
49.0,85.887505,0.0,18.39832,12.0,2.0,0.0
67.0,34.653088,0.0,48.94757,24.0,2.0,0.0
70.0,101.38635,0.0,66.097176,24.0,0.0,0.0
51.0,133.73688,1.0,12.904998,1.0,1.0,1.0
27.0,67.12746,3.0,31.470863,12.0,1.0,0.0
44.0,41.904053,3.0,33.692097,1.0,4.0,1.0
31.0,72.00325,5.0,57.13127,12.0,0.0,1.0
46.0,122.17569,2.0,54.55239,1.0,0.0,0.0
59.0,96.893394,1.0,34.496784,24.0,0.0,0.0
27.0,33.148617,4.0,53.596226,12.0,2.0,0.0
37.0,89.83433,1.0,27.103897,12.0,0.0,0.0
4.0,80.8511,1.0,41.471504,12.0,2.0,0.0
54.0,62.524593,2.0,24.704214,1.0,0.0,1.0
36.0,34.320877,3.0,46.995243,1.0,0.0,0.0
34.0,147.54456,2.0,33.990215,1.0,0.0,0.0
39.0,42.88563,3.0,63.8075,12.0,0.0,0.0
16.0,45.056576,2.0,49.476257,24.0,1.0,0.0
44.0,38.92575,0.0,45.465145,1.0,2.0,0.0
54.0,94.12509,1.0,85.36249,24.0,1.0,0.0
26.0,77.67705,2.0,57.665764,1.0,1.0,0.0
10.0,52.442432,2.0,42.636917,1.0,1.0,1.0
28.0,75.82504,6.0,38.325294,12.0,2.0,1.0
15.0,107.55784,1.0,26.376549,24.0,2.0,0.0
27.0,56.62107,1.0,48.682323,24.0,0.0,0.0
46.0,138.98195,2.0,56.15227,12.0,2.0,0.0
9.0,59.825012,1.0,11.712481,12.0,3.0,0.0
54.0,45.763275,0.0,22.72033,1.0,0.0,0.0
17.0,144.09383,0.0,39.677944,1.0,3.0,1.0
65.0,125.37288,1.0,28.036386,24.0,1.0,0.0
53.0,64.607895,2.0,50.86515,12.0,0.0,0.0
20.0,129.38614,2.0,53.64304,1.0,0.0,0.0
41.0,87.445854,0.0,47.553852,1.0,0.0,0.0
8.0,65.07783,3.0,61.003487,1.0,1.0,0.0
8.0,129.1495,5.0,38.301754,24.0,2.0,1.0
69.0,117.781456,1.0,49.0819,12.0,0.0,0.0
58.0,58.72373,2.0,29.93373,24.0,1.0,0.0
12.0,98.86821,0.0,55.692394,12.0,1.0,0.0
21.0,68.02073,0.0,51.51816,24.0,1.0,1.0
15.0,20.136757,0.0,26.0293,1.0,6.0,0.0
29.0,145.03604,1.0,46.89881,1.0,1.0,1.0
21.0,91.45178,0.0,49.24356,1.0,0.0,1.0
24.0,97.79624,4.0,55.62024,1.0,2.0,0.0
39.0,97.985886,2.0,56.36237,24.0,1.0,0.0
14.0,91.58339,3.0,35.576283,24.0,1.0,0.0
64.0,57.70622,4.0,65.272896,1.0,1.0,0.0
53.0,146.3049,3.0,60.461113,12.0,2.0,0.0
55.0,100.816895,2.0,35.508408,12.0,0.0,0.0
13.0,107.21978,2.0,27.146059,12.0,1.0,0.0
51.0,79.12306,2.0,37.03697,1.0,2.0,0.0
61.0,57.42198,1.0,20.567041,1.0,1.0,0.0
13.0,28.365368,3.0,54.16013,1.0,2.0,1.0
